artist_id,pattern_id,gt_filepath,gt_version_id,var_filepath,var_version_id
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_1.wav,1
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_2.wav,2
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_3.wav,3
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_4.wav,4
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_5.wav,5
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_6.wav,6
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_7.wav,7
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_8.wav,8
40,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_0_9.wav,9
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_1.wav,1
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_2.wav,2
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_3.wav,3
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_4.wav,4
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_5.wav,5
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_6.wav,6
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_7.wav,7
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_8.wav,8
40,1,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_1_9.wav,9
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_1.wav,1
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_2.wav,2
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_3.wav,3
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_4.wav,4
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_5.wav,5
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_6.wav,6
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_7.wav,7
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_8.wav,8
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_9.wav,9
40,2,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_2_10.wav,10
40,3,/home/nishal/PROJECTS/VarianceEngine/dopp/40_3_0.wav,0,/home/nishal/PROJECTS/VarianceEngine/dopp/40_3_1.wav,1
